"n","member_id","member_name","backfile_DOIs","backfile_DOIs_abstracts","backfile_journal_articles","backfile_journal_articles_abstracts"
"6446","8479","Universidade Estadual do Maranhao","157","0.917197465896606","149","0.966442942619324"
"6447","8480","University of Adelaide Press","284","0",NA,NA
"6448","8481","SWGE Sistemas","3967","0","1","0"
"6449","8483","Journal of Public and Nonprofit Affairs","35","0.314285725355148","31","0.354838699102402"
"6450","8484","HPS - Health Publishing & Services SRL","0","0",NA,NA
"6451","8485","Clio Arqueologica","40","0","40","0"
"6452","8486","Comhar Teoranta","20","0","20","0"
"6453","8487","Cancer Biology and Medicine","51","0","51","0"
"6454","8488","Revista Reflexus","182","0.912087917327881","166","1"
"6455","8489","International Journal of Biology Education","17","0","17","0"
"6456","8490","PIBIC Unicamp","2873","0",NA,NA
"6457","8491","SciDoc Publishers LLC","1072","0","1072","0"
"6458","8492","The Association for the Historical Studies on Korean National Movement","54","0","49","0"
"6459","8495","Integrated Intelligent Research (IIR)","1052","0","963","0"
"6460","8496","Korea Society of Packaging Science and Technology","46","0","40","0"
"6461","8497","LPPM Institut Teknologi Telkom Purwokerto","185","0.881081104278564","169","0.964497029781342"
"6462","8498","FSBEI HE Voronezh State University of Engineering Technologies","334","0","327","0"
"6463","8502","Socidrogalcohol","824","0","748","0"
"6464","8503","Asociacion Castellano-Manchega de Sociologia (ACMS)","366","0.931693971157074","341","1"
"6465","8506","Forum for Medical Ethics Society","1061","0","1060","0"
"6466","8508","SOLAR, Revista de Filosofia Iberoamericana","17","0","16","0"
"6467","8510","Archives of Endocrinology and Metabolism","194","0.00515463901683688","194","0.00515463901683688"
"6468","8511","Revista Administracao em Dialogo","0","0",NA,NA
"6469","8513","Faculdade Jesuita de Filosofia e Teologia – FAJE","484","0.979338824748993","477","0.993710696697235"
"6470","8514","Revista Direitos Culturais","97","0.546391725540161","93","0.569892466068268"
"6471","8515","Federal Reserve Bank of St. Louis","3219","0","2196","0"
"6472","8518","Revista Historia Hoje","185","0.88648647069931","182","0.901098906993866"
"6473","8519","IJARS Group","88","0.988636374473572","88","0.988636374473572"
"6474","8520","Lectito BV","21","0","20","0"
"6475","8522","Strategic Studies and Agriculture Policy","54","0.0370370373129845","42","0.0476190485060215"
"6476","8523","International Association for Shell and Spatial Structures","28","0","28","0"
"6477","8524","Lawarence Press","0","0",NA,NA
"6478","8525","Institute of Theoretical and Applied Informatics, Polish Academy of Sciences","66","0","63","0"
"6479","8526","Journal of Tourism and Hospitality Management","25","0","22","0"
"6480","8530","Island Dynamics","18","0","16","0"
"6481","8535","Korea Institute for Future Politics","40","0","40","0"
"6482","8536","Heidegger Gesellschaft in Korea","0","0",NA,NA
"6483","8537","Institute of Language and Information Studies","142","0","142","0"
"6484","8538","Science and Knowledge Research Society","108","0","72","0"
"6485","8539","Synchro Publisher","42","0","42","0"
"6486","8541","International Institute of Social and Economic Sciences","692","0","159","0"
"6487","8542","International Journal of Legal Progress","15","0","15","0"
"6488","8543","International Journal of Economics and Innovation","30","0","30","0"
"6489","8544","Dynasty Publishing House","438","0","438","0"
"6490","8545","Boletim do Instituto de Pesca","123","0","117","0"
"6491","8546","Revista Tempos e Espacos em Educacao","26","0.461538463830948","25","0.479999989271164"
"6492","8549","Faculdade Redentor","82","0","80","0"
"6493","8550","Fuji Technology Press Ltd.","6255","0.960031986236572","6255","0.960031986236572"
"6494","8553","Ar-Raniry, International Journal of Islamic Studies","50","1","50","1"
"6495","8554","Associacao de Investigadores da Imagem em Movimento","122","0","122","0"
"6496","8555","Noesis - Revista de Ciencias Sociales y Humanidades","222","0","187","0"
"6497","8557","American Society of Mining and Reclamation (ASMR)","2688","0","2681","0"
"6498","8559","Research, Development and Innovation Agency, Ministry of Environment and Forestry","2339","0.0153911923989654","2046","0.0175953079015017"
"6499","8561","ESG","697","0","697","0"
"6500","8563","Acta Oncologica Turcica","0","0",NA,NA
"6501","8564","Kaygi","84","0","84","0"
"6502","8566","European Association of Science Editors","12","0","11","0"
"6503","8567","Inspira Network Group","1048","0","1048","0"
"6504","8568","Poznan University of Medical Sciences","109","0.266055047512054","109","0.266055047512054"
"6505","8571","Anyanyelv-pedagogia","46","0","46","0"
"6506","8572","Council on Tall Building and Urban Habitat Korea","32","0","32","0"
"6507","8573","Agrar- es Kornyezetjog (Journal of Agricultural and Environmental Law)","10","0","10","0"
"6508","8574","World Journal of Pharmacy and Pharmaceutical Sciences","6","0","6","0"
"6509","8575","Slovenian Forestry Institute","158","0","125","0"
"6510","8576","Korean Association for Local Government Studies","111","0","111","0"
"6511","8577","Pusan National University Educational Development Institute","36","0","36","0"
"6512","8579","The Korean Society of School Social Work","40","0","40","0"
"6513","8580","Gwalior Management Academy","0","0",NA,NA
"6514","8581","The Korean Society of Health Informatics and Statistics","50","0","50","0"
"6515","8582","Korea Money and Finance Association","16","0","16","0"
"6516","8583","KeiMyung University Institute for Women's Studies","26","0","26","0"
"6517","8584","Societa Italiana di Vittimologia","49","0","49","0"
"6518","8585","International Association for Fracture Mechanics of Concrete and Concrete Structures","188","0",NA,NA
"6519","8589","BirdLife Australia, Ltd.","53","0","53","0"
"6520","8590","Research Institute of the Finnish Economy (ETLA)","0","0",NA,NA
"6521","8592","Osmanli Medeniyeti ve Arastirmalari Dergisi","25","0","25","0"
"6522","8593","Glasstree","28","0.0357142873108387",NA,NA
"6523","8594","Egitimde ve Psikolojide Olcme ve Degerlendirme Dergisi","73","0","73","0"
"6524","8595","UP4 Institute of Sciences, S.L.","0","0",NA,NA
"6525","8596","Revista ALCONPAT","130","0.861538469791412","112","1"
"6526","8598","VFAST","68","0","68","0"
"6527","8599","Stolichnaya Izdatelskaya Kompaniyaizdat","1120","0","1055","0"
"6528","8601","The Korean Association for Survey Research","23","0","23","0"
"6529","8602","All Azimuth Journal of Foreign Policy and Peace","55","0","55","0"
"6530","8603","Universitas Negeri Jakarta","1733","0.626658976078033","1428","0.760504186153412"
"6531","8605","Macedonian Academy of Sciences and Arts","0","0",NA,NA
"6532","8606","National Technical University Kharkiv Polytechnic Institute","800","0","800","0"
"6533","8608","Journal of Academic Researches and Studies","52","0","52","0"
"6534","8609","IMEKO International Measurement Confederation","227","0.823788523674011","227","0.823788523674011"
"6535","8610","Kenya Meteorological Society","23","0","23","0"
"6536","8611","AME Publishing Company","4401","0","4401","0"
"6537","8612","Gandhara Publishers, LTD.","0","0",NA,NA
"6538","8613","State Islamic College of Kudus","262","0.622137427330017","226","0.721238911151886"
"6539","8614","Universitat de Lleida","113","0","113","0"
"6540","8615","Portuguese Association of Nutritionists","22","0","22","0"
"6541","8616","ARC Publishing","94","0","87","0"
"6542","8617","International Institute of Acoustics and Vibration (IIAV)","480","0","408","0"
"6543","8618","Polish Society of Child Neurologists","43","0","41","0"
"6544","8619","Nga Pae o te Maramatanga","16","0","13","0"
"6545","8620","Center for Journal Management and Publication, Lambung Mangkurat University","511","0.882583141326904","460","0.980434775352478"
"6546","8626","Korea University Peace and Democracy Institute","11","0","11","0"
"6547","8627","The Forest Herbarium","21","0","21","0"
"6548","8629","Universitas Sebelas Maret","1085","0.739170491695404","1006","0.797216713428497"
"6549","8630","Geist Science, Iqra University","63","0","48","0"
"6550","8631","Gyancity Research Lab","37","0","29","0"
"6551","8632","Revista de Estudos e Pesquisas Sobre as Americas","171","0.783625721931458","154","0.870129883289337"
"6552","8634","Russian Research Anti-Plague Institute Microbe","763","0.302752286195755","728","0.317307680845261"
"6553","8636","Croatian Association of Researchers in Children's Literature","99","0","89","0"
"6554","8637","Communications in Inorganic Synthesis","32","0","2","0"
"6555","8640","Research Foundation","0","0",NA,NA
"6556","8641","Dokuz Eylul University Review of the Faculty of Divinity","45","0","45","0"
"6557","8642","Revista de Direito Administrativo and Constitucional","666","0.722222208976746","604","0.79635763168335"
"6558","8644","Ilustre Colegio de Geologos (ICOG)","4","0",NA,NA
"6559","8646","The New Association of English Language and Literature","40","0","40","0"
"6560","8649","Suleyman Demirel University Visionary Journal","30","0","30","0"
"6561","8652","Central Marine Fisheries Research Institute, Kochi","124","0.403225809335709","124","0.403225809335709"
"6562","8653","Electoral Institute for Sustainable Democracy in Africa (EISA)","290","0","261","0"
"6563","8655","Universidad Politecnica de Madrid - University Library","178","0.842696607112885","151","0.993377506732941"
"6564","8656","African Traditional Herbal Medicine Supporters Initiative (ATHMSI)","128","0","121","0"
"6565","8659","Adarsh Group of Institutions","165","0","165","0"
"6566","8661","Romanian Association of Geomorphologists","0","0",NA,NA
"6567","8664","The Korea Society for Wellness","152","0","152","0"
"6568","8665","Centro de Ciencias de la Atmosfera","193","0.072538860142231","182","0.0769230797886848"
"6569","8666","Jan Evangelista Purkyne University in Usti nad Labem","27","0",NA,NA
"6570","8668","University of Kanjuruhan Malang","141","0.00709219835698605","141","0.00709219835698605"
"6571","8669","Red Flower Publication Private, Ltd.","1673","0","1506","0"
"6572","8670","Sons and Daughters Publishing House","61","0","61","0"
"6573","8671","HK Institute of Biologicals Standardization Ltd","60","0.666666686534882","60","0.666666686534882"
"6574","8672","College of Communication and Public Relations","60","1","60","1"
"6575","8673","Universidad de Las Palmas de Gran Canaria","77","0","77","0"
"6576","8674","Muhammadiyah University Sidoarjo","375","0.888000011444092","333","1"
"6577","8675","University of Tennessee Health Science Center Library","0","0",NA,NA
"6578","8676","International Medical Research and Development Corporation","128","0","119","0"
"6579","8677","Institute of Mathematics, University of Tsukuba","1110","0","1110","0"
"6580","8679","Buletin Peternakan","742","0.335579514503479","663","0.375565618276596"
"6581","8680","Endocrine Oncology and Metabolism","25","0","23","0"
"6582","8681","Primakov Institute of World Economy and International Relations","109","0","79","0"
"6583","8682","University St. Kliment Ohridski - Bitola","140","0","83","0"
"6584","8685","Revista Brasileira de Odontologia Legal","64","0","64","0"
"6585","8687","Administracao Publica e Gestao Social","101","0.306930691003799","101","0.306930691003799"
"6586","8688","Rede Brasileira Direito e  Literatura (RDL)","83","0.62650603055954","78","0.666666686534882"
"6587","8690","Jornal Brasileiro de Economia da Saude","38","0","33","0"
"6588","8693","UNAM (Norteamerica, Revista Academica del CISAN-UNAM)","0","0",NA,NA
"6589","8695","Intellectus Revista Academica Digital","6","0","6","0"
"6590","8697","Zant World Press","334","0","304","0"
"6591","8699","National Institute of Public Health","643","0","640","0"
"6592","8704","Poznan University of Technology","127","0","127","0"
"6593","8705","UC Observatories","0","0",NA,NA
"6594","8706","Yaoyi International Publishing","17","0","17","0"
"6595","8707","University of Sussex","19","0.684210538864136","18","0.722222208976746"
"6596","8708","Korean Society of Peripheral Nervous System","35","0","35","0"
"6597","8709","Institute for Law and Public Policy","93","0","93","0"
"6598","8710","Conversas Interdisciplinares","0","0",NA,NA
"6599","8711","International Journal of Advance Engineering and Research Development (IJAERD)","2279","0","2279","0"
"6600","8714","Universidad La Gran Colombia","129","1","129","1"
"6601","8716","New York Botanical Garden","124","0",NA,NA
"6602","8720","Asociacion Espanola de Economia del Trabajo","80","0","67","0"
"6603","8721","School of Computing, Telkom University","85","0.341176480054855","29","1"
"6604","8723","Winchester University Press","85","0","85","0"
"6605","8725","The Asian Council of Science Editors","0","0",NA,NA
"6606","8726","Kent State University","207","0","48","0"
"6607","8729","Institute of Philosophy, Russian Academy of Sciences","198","0.671717166900635","198","0.671717166900635"
"6608","8730","Korea Society of Child Welfare","0","0",NA,NA
"6609","8731","Berkeley Linguistics Society","31","0","30","0"
"6610","8732","Chinese Journal of Cancer Research","1591","0","1591","0"
"6611","8735","Universidad Miguel Hernandez de Elche","602","0.551495015621185","538","0.617100358009338"
"6612","8737","Revista Gestao e Sociedade","225","0.746666669845581","197","0.852791905403137"
"6613","8738","Revista Geonorte","2","0","2","0"
"6614","8742","The Japan Foundation, Sydney","69","0","61","0"
"6615","8744","Korea Music Therapy Education Association","10","0","10","0"
"6616","8745","Industrial Promotion Institute","39","0","39","0"
"6617","8748","The Journal of Europe-Middle East Social Sciences Studies","19","0","19","0"
"6618","8749","Korean Commercial Law Association","67","0","67","0"
"6619","8750","The Korea Society for Children's Media","22","0","22","0"
"6620","8751","Temas em Saude","0","0",NA,NA
"6621","8753","Korean Minimally Invasive Spine Surgery Research Society","14","0","14","0"
